id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number
33421864,Depression,Prognostic,What personality dimensions are identified as potential predictors for experiencing clinically relevant depression and anxiety symptoms at the end of the lockdown among adults?,Conscientious personality dimensions,Stable personality dimensions,Dysfunctional personality dimensions,Extravagant personality dimensions,Dysfunctional personality dimensions,3
35772631,Depression,Prognostic,How do difficulties in emotion regulation relate to suicide risk among individuals with borderline personality disorder symptoms?,They lower suicide risk,They mediate the relationship with perceived burdensomeness,They have no effect on suicide risk,They solely increase emotional distress,They mediate the relationship with perceived burdensomeness,2
34768677,Depression,Factoid,What has been concluded about the effect of vitamin D supplementation on mental health in healthy adults based on the systematic review findings?,It does not provide strong evidence for improvement in mental health,It significantly increases quality of life,It eliminates anxiety symptoms,It effectively reduces depressive symptoms,It does not provide strong evidence for improvement in mental health,1
34017459,Depression,Factoid,What effect did comfort nursing have on the anxiety levels of elderly patients with lumbar vertebral compression fractures?,Decreased anxiety,Uncertain effect on anxiety,No effect on anxiety,Increased anxiety,Decreased anxiety,1
19336361,Depression,Prognostic,What is the potential impact of implementing routine screening for major depressive disorder in primary care settings for adolescents?,Improved identification and response rates,Increased depression incidence,No significant impact,Higher rate of hospitalizations,Improved identification and response rates,1
36999619,Depression,Prognostic,What is the likely impact of untreated depressive symptoms in cancer patients on their quality of life?,It decreases quality of life and increases suicide risk,It enhances treatment compliance,It has no significant effect,It improves their social interactions,It decreases quality of life and increases suicide risk,1
26742516,Depression,Preventive,What strategy could potentially minimize clinical symptoms in multiple sclerosis patients by improving autonomic nervous system balance?,Cognitive therapy,Psychotropic medication,Dietary changes,Physical exercise,Physical exercise,4
35168656,Depression,Preventive,What strategies could be implemented to adapt the mhGAP-IG.v2 to better address cultural and contextual needs for depression care in primary health settings?,Focus solely on referral pathways,Assessment of a wider spectrum of symptoms,Increased number of ECT sessions,Use of medication only,Assessment of a wider spectrum of symptoms,2
25393808,Obsessive/Compulsive Disorders,Factoid,"In patients with early-onset Parkinson's disease, how did the obsessive-compulsive symptom levels differ between carriers of PARKIN mutations and noncarriers?",Scores were not measured,Lower scores indicate less OCS,No difference in scores,Higher scores indicate less OCS,Lower scores indicate less OCS,2
35171773,Depression,Preventive,What role do early interventions for autism play in potentially reducing associated negative outcomes such as depression?,They only improve social skills,They have no impact,They can worsen outcomes,They help prevent negative outcomes,They help prevent negative outcomes,4
23104927,Depression,Diagnostic,What type of deficits are typically associated with melancholia in major depressive disorder?,Attention deficits,Visual impairments,Emotional instability,Auditory processing deficits,Attention deficits,1
21789278,Depression,Diagnostic,What temperament type was identified as being correlated with anxiety and hopelessness in adolescents?,Irritable temperament,Cyclothymic temperament,Stable temperament,Hyperthymic temperament,Cyclothymic temperament,2
36300881,Depression,Factoid,Which class of compounds has been identified as having potential therapeutic effects for treating depression?,Flavonoids,Alkaloids,Steroids,Iridoids,Iridoids,4
37718517,Depression,Diagnostic,What underlying factors are significantly associated with the higher frequency of depression in patients with rheumatoid arthritis?,Autoimmune mechanisms,Dietary habits,Lifestyle choices,Genetic predisposition,Autoimmune mechanisms,1
36354137,Depression,Preventive,What methodological approach is suggested to identify common risk factors across various psychiatric diseases?,Mendelian randomization,Causal pathway analysis,Longitudinal cohort study,Qualitative interviews,Mendelian randomization,1
30141350,Depression,Preventive,Which protective factor is highlighted as beneficial in preventing depressive symptoms among Somali youth?,Reduced family connectedness,Increased school dropout rates,High media consumption,Empowerment and community support,Empowerment and community support,4
22076697,Depression,Factoid,Which outcome is associated with higher adherence to psychotropic medications among people living with HIV/AIDS?,Increased viral load,Lower depressive symptoms,More side effects,Reduced antiretroviral adherence,Lower depressive symptoms,2
22980476,Anxiety,Preventive,What therapeutic approach was specifically developed to address fear of blushing in patients with social anxiety disorders?,Exposure therapy,Mindfulness meditation,Pharmacotherapy,Cognitive behavioral therapy,Cognitive behavioral therapy,4
34034004,Depression,Prognostic,How might addressing problematic internet use influence the risk of developing depressive symptoms among adolescents?,No effect on depression risk,Decrease the risk of depression,Increase the risk of depression,Worsen internet addiction,Decrease the risk of depression,2
21216268,Depression,Factoid,Which antidepressant is noted for inhibiting glutamate release in rat cerebral cortex nerve terminals?,Fluoxetine,Citalopram,Bupropion,Sertraline,Bupropion,3
35266774,Depression,Preventive,What parenting behavior positively increases a child's affect in children of mothers with a history of depression?,Negative discipline,Emotional neglect,Inconsistent communication,Positive reinforcement,Positive reinforcement,4
33691489,Depression,Diagnostic,Which factor significantly affects the engagement of parents in home visitation services due to depressive symptoms?,Education level,Age of parents,Socioeconomic status,Severity of baseline symptoms,Severity of baseline symptoms,4
36167589,Depression,Preventive,What treatment has shown potential to improve mood disorders in patients suffering from small intestinal bacterial overgrowth?,Increased dietary fiber,Probiotics,Rifaximin treatment,Higher doses of antidepressants,Rifaximin treatment,3
26997507,Depression,Factoid,Which NMDA receptor modulator is noted for its rapid and long-lasting antidepressant properties?,Memantine,D-cycloserine,Rapastinel,Ketamine,Rapastinel,3
25384877,Depression,Diagnostic,What biological marker might indicate a higher risk of suicidality in men with bipolar disorder?,Elevated blood pressure,High triglyceride levels,Low serum cholesterol levels,Increased cortisol levels,Low serum cholesterol levels,3
